"","LocationKey","Parcel.Number","Property.Location","Closed.Roll.Year","Assessed.Land.Value","Assessed.Improvement.Value","simple415","completion_year","Use.Code","Use.Definition","Property.Class.Code","Property.Class.Code.Definition","Year.Property.Built","Property.Area","Assessor.Neighborhood.District","Assessor.Neighborhood.Code","Assessor.Neighborhood","Supervisor.District.x","Analysis.Neighborhood","Zip.Code","census_code","census_tract","Project.ID","Project.Status","Housing.Tenure","Planning.Case.Number","Section.415.Declaration","Actual.Estimated.Completion.Date","Number.of.Bathrooms","Number.of.Bedrooms","Number.of.Rooms","Number.of.Stories","Number.of.Units","Project.Units","Affordable.Units","Units.Subject.to.Section.415","On.Site.Affordable.Units","Off.Site.Affordable.Units","Off.Site.Affordable.Units.at.This.Site","SRO.Units","Studio.Units","X1bd.Units","X2bd.Units","X3bd.Units","X4bd.Units","X30..AMI","X50..AMI","X55..AMI","X60..AMI","X80..AMI","X90..AMI","X100..AMI","X120..AMI","X150..AMI"
"43534","(37.79529, -122.4175)","0184062","0000 1355 PACIFIC             AV0403",2014,446993,446993,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,880,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",1,1,4,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43684","(37.79529, -122.4175)","0184062","0000 1355 PACIFIC             AV0403",2015,455923,455923,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,880,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",1,1,4,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43561","(37.79529, -122.4175)","0184062","0000 1355 PACIFIC             AV0403",2016,612500,612500,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,880,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",1,1,4,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43600","(37.79529, -122.4175)","0184063","0000 1355 PACIFIC             AV0404",2010,0,0,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1122,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43686","(37.79529, -122.4175)","0184063","0000 1355 PACIFIC             AV0404",2011,316015,302252,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1122,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43591","(37.79529, -122.4175)","0184063","0000 1355 PACIFIC             AV0404",2012,548250,548250,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1122,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43651","(37.79529, -122.4175)","0184063","0000 1355 PACIFIC             AV0404",2013,559215,559215,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1122,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43574","(37.79529, -122.4175)","0184063","0000 1355 PACIFIC             AV0404",2014,561753,561753,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1122,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43669","(37.79529, -122.4175)","0184063","0000 1355 PACIFIC             AV0404",2015,572976,572976,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1122,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43622","(37.79529, -122.4175)","0184063","0000 1355 PACIFIC             AV0404",2016,581713,581713,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1122,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43579","(37.79529, -122.4175)","0184064","0000 1355 PACIFIC             AV0405",2010,0,0,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1016,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43646","(37.79529, -122.4175)","0184064","0000 1355 PACIFIC             AV0405",2011,692172,461448,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1016,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43604","(37.79529, -122.4175)","0184064","0000 1355 PACIFIC             AV0405",2012,654000,436000,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1016,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43576","(37.79529, -122.4175)","0184064","0000 1355 PACIFIC             AV0405",2013,636000,424000,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1016,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43567","(37.79529, -122.4175)","0184064","0000 1355 PACIFIC             AV0405",2014,723405,482268,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1016,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43654","(37.79529, -122.4175)","0184064","0000 1355 PACIFIC             AV0405",2015,815984,815984,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1016,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"43650","(37.79529, -122.4175)","0184064","0000 1355 PACIFIC             AV0405",2016,828427,858427,"On-site BMR Project",2010,"SRES","Single Family Residential","Z","Condominium",2010,1016,8,"8C","Nob Hill",3,"Russian Hill",94109,"060750110002000",11000,"2008-024","(6) Complete","Ownership","2005.0930","On-site BMR Project","05/11/2010",2,2,5,1,0,23,2,23,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
"33189","(37.78823, -122.4180)","0279011","0000 1080VSUTTER              ST0000",2007,3697500,0,"On-site BMR Project",2014,"MISC","Miscellaneous/Mixed-Use","V","Vacant Lot",NA,0,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",0,0,0,0,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33182","(37.78823, -122.4180)","0279011","0000 1080VSUTTER              ST0000",2008,3771450,0,"On-site BMR Project",2014,"MISC","Miscellaneous/Mixed-Use","V","Vacant Lot",NA,0,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",0,0,0,0,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33201","(37.78823, -122.4180)","0279011","0000 1080VSUTTER              ST0000",2009,3846879,0,"On-site BMR Project",2014,"MISC","Miscellaneous/Mixed-Use","V","Vacant Lot",NA,0,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",0,0,0,0,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33162","(37.78823, -122.4180)","0279011","0000 1080VSUTTER              ST0000",2010,3837762,0,"On-site BMR Project",2014,"MISC","Miscellaneous/Mixed-Use","V","Vacant Lot",NA,0,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",0,0,0,0,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33138","(37.78823, -122.4180)","0279011","0000 1080VSUTTER              ST0000",2011,3866659,0,"On-site BMR Project",2014,"MISC","Miscellaneous/Mixed-Use","V","Vacant Lot",NA,0,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",0,0,0,0,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33199","(37.78823, -122.4180)","0279011","0000 1080VSUTTER              ST0000",2012,3943992,0,"On-site BMR Project",2014,"MISC","Miscellaneous/Mixed-Use","V","Vacant Lot",NA,0,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",0,0,0,0,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33109","(37.78823, -122.4180)","0279011","0000 1080 SUTTER              ST0000",2013,4022871,0,"On-site BMR Project",2014,"MRES","Multi-Family Residential","DA","Dwellings - Apartments",NA,0,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",0,0,0,0,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33168","(37.78823, -122.4180)","0279011","0000 1080 SUTTER              ST0000",2014,4041134,0,"On-site BMR Project",2014,"MRES","Multi-Family Residential","DA","Dwellings - Apartments",NA,0,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",0,0,0,0,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33117","(37.78823, -122.4180)","0279057","0000 1080 SUTTER              STCU-1",2014,0,0,"On-site BMR Project",2014,"COMR","Commercial Retail","CZ","Commercial Store Condo",2014,381,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,0,0,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33164","(37.78823, -122.4180)","0279057","0000 1080 SUTTER              STCU-1",2015,117297,117297,"On-site BMR Project",2014,"COMR","Commercial Retail","CZ","Commercial Store Condo",2014,381,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,0,0,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33139","(37.78823, -122.4180)","0279057","0000 1080 SUTTER              STCU-1",2016,119085,119085,"On-site BMR Project",2014,"COMR","Commercial Retail","CZ","Commercial Store Condo",2014,381,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,0,0,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33188","(37.78823, -122.4180)","0279058","0000 1080 SUTTER              ST0201",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33174","(37.78823, -122.4180)","0279058","0000 1080 SUTTER              ST0201",2015,451341,451341,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33203","(37.78823, -122.4180)","0279058","0000 1080 SUTTER              ST0201",2016,458223,458223,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33151","(37.78823, -122.4180)","0279059","0000 1080 SUTTER              ST0202",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33143","(37.78823, -122.4180)","0279059","0000 1080 SUTTER              ST0202",2015,467865,467865,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33123","(37.78823, -122.4180)","0279059","0000 1080 SUTTER              ST0202",2016,474999,474999,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33191","(37.78823, -122.4180)","0279060","0000 1080 SUTTER              ST0203",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,2,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33173","(37.78823, -122.4180)","0279060","0000 1080 SUTTER              ST0203",2015,356445,356445,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,2,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33193","(37.78823, -122.4180)","0279060","0000 1080 SUTTER              ST0203",2016,361917,361917,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,2,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33126","(37.78823, -122.4180)","0279061","0000 1080 SUTTER              ST0204",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33104","(37.78823, -122.4180)","0279061","0000 1080 SUTTER              ST0204",2015,447451,447452,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33157","(37.78823, -122.4180)","0279061","0000 1080 SUTTER              ST0204",2016,454274,454275,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33204","(37.78823, -122.4180)","0279062","0000 1080 SUTTER              ST0301",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",NA,0,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",0,0,0,0,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33171","(37.78823, -122.4180)","0279062","0000 1080 SUTTER              ST0301",2015,458991,458991,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",NA,0,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",0,0,0,0,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33155","(37.78823, -122.4180)","0279062","0000 1080 SUTTER              ST0301",2016,465990,465990,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",NA,0,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",0,0,0,0,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33175","(37.78823, -122.4180)","0279063","0000 1080 SUTTER              ST0302",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33115","(37.78823, -122.4180)","0279063","0000 1080 SUTTER              ST0302",2015,438591,438591,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33094","(37.78823, -122.4180)","0279063","0000 1080 SUTTER              ST0302",2016,445279,445279,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33169","(37.78823, -122.4180)","0279064","0000 1080 SUTTER              ST0303",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","ZBM","Condominium BMR",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,2,3,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33207","(37.78823, -122.4180)","0279064","0000 1080 SUTTER              ST0303",2015,122965,122966,"On-site BMR Project",2014,"SRES","Single Family Residential","ZBM","Condominium BMR",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,2,3,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33108","(37.78823, -122.4180)","0279064","0000 1080 SUTTER              ST0303",2016,124840,124841,"On-site BMR Project",2014,"SRES","Single Family Residential","ZBM","Condominium BMR",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,2,3,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33160","(37.78823, -122.4180)","0279065","0000 1080 SUTTER              ST0304",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","ZBM","Condominium BMR",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33176","(37.78823, -122.4180)","0279065","0000 1080 SUTTER              ST0304",2015,158084,158083,"On-site BMR Project",2014,"SRES","Single Family Residential","ZBM","Condominium BMR",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33196","(37.78823, -122.4180)","0279065","0000 1080 SUTTER              ST0304",2016,160494,160493,"On-site BMR Project",2014,"SRES","Single Family Residential","ZBM","Condominium BMR",2014,1330,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33124","(37.78823, -122.4180)","0279066","0000 1080 SUTTER              ST0401",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33111","(37.78823, -122.4180)","0279066","0000 1080 SUTTER              ST0401",2015,464090,464090,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33178","(37.78823, -122.4180)","0279066","0000 1080 SUTTER              ST0401",2016,471167,471167,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33131","(37.78823, -122.4180)","0279067","0000 1080 SUTTER              ST0402",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","ZBM","Condominium BMR",2014,1155,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33208","(37.78823, -122.4180)","0279067","0000 1080 SUTTER              ST0402",2015,116416,116415,"On-site BMR Project",2014,"SRES","Single Family Residential","ZBM","Condominium BMR",2014,1155,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33156","(37.78823, -122.4180)","0279067","0000 1080 SUTTER              ST0402",2016,118191,118190,"On-site BMR Project",2014,"SRES","Single Family Residential","ZBM","Condominium BMR",2014,1155,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33122","(37.78823, -122.4180)","0279068","0000 1080 SUTTER              ST0403",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,2,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33206","(37.78823, -122.4180)","0279068","0000 1080 SUTTER              ST0403",2015,325883,325883,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,2,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33129","(37.78823, -122.4180)","0279068","0000 1080 SUTTER              ST0403",2016,330852,330852,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,750,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",1,2,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
"33127","(37.78823, -122.4180)","0279069","0000 1080 SUTTER              ST0404",2014,0,0,"On-site BMR Project",2014,"SRES","Single Family Residential","Z","Condominium",2014,1226,8,"8A","Downtown",3,"Nob Hill",94109,"060750120001001",12000,"2009-018","(6) Complete","Ownership","2006.0431","On-site BMR Project","04/02/2014",2,3,4,1,0,35,4,35,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0
